id,dataset,segment,type,model,result,metric
case_53,HEART,HEART,DMU,ensemble,0.9817010575256516,ndice
case_53,HEART,UNCERTAINTY,DIR,ensemble,0.6394378568288803,ndice
case_53,HEART,UNCERTAINTY,DSI,ensemble,0.3130692935697233,ndice
case_53,HEART,UNCERTAINTY,DMU,ensemble,0.3326063249725104,ndice
case_101,HEART,LUNGS,DIR,ensemble,0.9603383738056296,ndice
case_101,HEART,LUNGS,DSI,ensemble,0.9637067890588488,ndice
case_101,HEART,LUNGS,DMU,ensemble,0.95315992951622,ndice
case_101,HEART,HEART,DIR,ensemble,0.9774869365629132,ndice
case_101,HEART,HEART,DSI,ensemble,0.9762694929164748,ndice
case_101,HEART,HEART,DMU,ensemble,0.9795473073418104,ndice
case_101,HEART,UNCERTAINTY,DIR,ensemble,0.6133429268095242,ndice
case_101,HEART,UNCERTAINTY,DSI,ensemble,0.3615149435325628,ndice
case_101,HEART,UNCERTAINTY,DMU,ensemble,0.3599237345467987,ndice
case_72,HEART,LUNGS,DIR,ensemble,0.9683304486128445,ndice
case_72,HEART,LUNGS,DSI,ensemble,0.9683130838267036,ndice
case_72,HEART,LUNGS,DMU,ensemble,0.9666145414242387,ndice
case_72,HEART,HEART,DIR,ensemble,0.980853736977777,ndice
case_72,HEART,HEART,DSI,ensemble,0.9804621074286218,ndice
case_72,HEART,HEART,DMU,ensemble,0.97947468504867,ndice
case_72,HEART,UNCERTAINTY,DIR,ensemble,0.5667816151111397,ndice
case_72,HEART,UNCERTAINTY,DSI,ensemble,0.3786091275998303,ndice
case_72,HEART,UNCERTAINTY,DMU,ensemble,0.3216113051244038,ndice
case_22,HEART,LUNGS,DIR,ensemble,0.960474650152919,ndice
case_22,HEART,LUNGS,DSI,ensemble,0.9637662967982188,ndice
case_22,HEART,LUNGS,DMU,ensemble,0.958466775096672,ndice
case_22,HEART,HEART,DIR,ensemble,0.9781221916112248,ndice
case_22,HEART,HEART,DSI,ensemble,0.9723501301638852,ndice
case_22,HEART,HEART,DMU,ensemble,0.9753344147105392,ndice
case_22,HEART,UNCERTAINTY,DIR,ensemble,0.58707224334571,ndice
case_22,HEART,UNCERTAINTY,DSI,ensemble,0.353891564393076,ndice
case_22,HEART,UNCERTAINTY,DMU,ensemble,0.331379005702087,ndice
case_38,HEART,LUNGS,DIR,ensemble,0.9574176062820832,ndice
case_38,HEART,LUNGS,DSI,ensemble,0.9580739466894312,ndice
case_38,HEART,LUNGS,DMU,ensemble,0.9603089761714266,ndice
case_38,HEART,HEART,DIR,ensemble,0.9840249867123132,ndice
case_38,HEART,HEART,DSI,ensemble,0.9832020129232878,ndice
case_38,HEART,HEART,DMU,ensemble,0.9839457133398954,ndice
case_38,HEART,UNCERTAINTY,DIR,ensemble,0.6026531246758199,ndice
case_38,HEART,UNCERTAINTY,DSI,ensemble,0.2083095257529147,ndice
case_38,HEART,UNCERTAINTY,DMU,ensemble,0.2018422106526935,ndice
case_39,PROSTATE_TASK1,TASK1,DIR,ensemble,0.950027620787628,ndice
case_39,PROSTATE_TASK1,TASK1,DSI,ensemble,0.9395557367024784,ndice
case_39,PROSTATE_TASK1,TASK1,DMU,ensemble,0.943831534868549,ndice
case_39,PROSTATE_TASK1,UNCERTAINTY,DIR,ensemble,0.6685518077151629,ndice
case_39,PROSTATE_TASK1,UNCERTAINTY,DSI,ensemble,0.328504269403887,ndice
case_39,PROSTATE_TASK1,UNCERTAINTY,DMU,ensemble,0.2215974174734753,ndice
case_11,PROSTATE_TASK1,TASK1,DIR,ensemble,0.9719069767439852,ndice
case_11,PROSTATE_TASK1,TASK1,DSI,ensemble,0.9597788033098028,ndice
case_11,PROSTATE_TASK1,TASK1,DMU,ensemble,0.945635929584662,ndice
case_11,PROSTATE_TASK1,UNCERTAINTY,DIR,ensemble,0.783564891024703,ndice
case_11,PROSTATE_TASK1,UNCERTAINTY,DSI,ensemble,0.3917160994896537,ndice
case_11,PROSTATE_TASK1,UNCERTAINTY,DMU,ensemble,0.3039839303645754,ndice
case_23,PROSTATE_TASK1,TASK1,DIR,ensemble,0.9585059134686164,ndice
case_23,PROSTATE_TASK1,TASK1,DSI,ensemble,0.9307947562990108,ndice
case_23,PROSTATE_TASK1,TASK1,DMU,ensemble,0.9635046680074684,ndice
case_23,PROSTATE_TASK1,UNCERTAINTY,DIR,ensemble,0.7316963280014726,ndice
case_23,PROSTATE_TASK1,UNCERTAINTY,DSI,ensemble,0.2116999925666613,ndice
case_23,PROSTATE_TASK1,UNCERTAINTY,DMU,ensemble,0.3961729812473049,ndice
case_29,PROSTATE_TASK1,TASK1,DIR,ensemble,0.9457101308770356,ndice
case_29,PROSTATE_TASK1,TASK1,DSI,ensemble,0.912257466392652,ndice
case_29,PROSTATE_TASK1,TASK1,DMU,ensemble,0.923905857463664,ndice
case_29,PROSTATE_TASK1,UNCERTAINTY,DIR,ensemble,0.5265273311891815,ndice
case_29,PROSTATE_TASK1,UNCERTAINTY,DSI,ensemble,0.2802994107337469,ndice
case_29,PROSTATE_TASK1,UNCERTAINTY,DMU,ensemble,0.3755131179718445,ndice
case_8,PROSTATE_TASK1,TASK1,DIR,ensemble,0.9609636829863484,ndice
case_8,PROSTATE_TASK1,TASK1,DSI,ensemble,0.9398219006538496,ndice
case_8,PROSTATE_TASK1,TASK1,DMU,ensemble,0.9360911855513456,ndice
case_8,PROSTATE_TASK1,UNCERTAINTY,DIR,ensemble,0.7653201039448309,ndice
case_8,PROSTATE_TASK1,UNCERTAINTY,DSI,ensemble,0.3870792616718329,ndice
case_8,PROSTATE_TASK1,UNCERTAINTY,DMU,ensemble,0.2980370083724069,ndice
case_15,PROSTATE_TASK1,TASK1,DIR,ensemble,0.9750865878416398,ndice
case_15,PROSTATE_TASK1,TASK1,DSI,ensemble,0.9397012222723088,ndice
case_15,PROSTATE_TASK1,TASK1,DMU,ensemble,0.9297485596889532,ndice
case_15,PROSTATE_TASK1,UNCERTAINTY,DIR,ensemble,0.8173736347467504,ndice
case_15,PROSTATE_TASK1,UNCERTAINTY,DSI,ensemble,0.4516068408189704,ndice
case_15,PROSTATE_TASK1,UNCERTAINTY,DMU,ensemble,0.2807825086303161,ndice
case_52,PROSTATE_TASK1,TASK1,DIR,ensemble,0.9812405028317924,ndice
case_52,PROSTATE_TASK1,TASK1,DSI,ensemble,0.9568921601348256,ndice
case_52,PROSTATE_TASK1,TASK1,DMU,ensemble,0.968567667567866,ndice
case_52,PROSTATE_TASK1,UNCERTAINTY,DIR,ensemble,0.7952831702226876,ndice
case_52,PROSTATE_TASK1,UNCERTAINTY,DSI,ensemble,0.3670838073566129,ndice
case_52,PROSTATE_TASK1,UNCERTAINTY,DMU,ensemble,0.319353963083388,ndice
case_21,PROSTATE_TASK1,TASK1,DIR,ensemble,0.976234513534072,ndice
case_21,PROSTATE_TASK1,TASK1,DSI,ensemble,0.9667103688080028,ndice
case_21,PROSTATE_TASK1,TASK1,DMU,ensemble,0.9579503772610592,ndice
case_21,PROSTATE_TASK1,UNCERTAINTY,DIR,ensemble,0.8049667357985281,ndice
case_21,PROSTATE_TASK1,UNCERTAINTY,DSI,ensemble,0.4229483700993185,ndice
case_21,PROSTATE_TASK1,UNCERTAINTY,DMU,ensemble,0.333391471178018,ndice
case_55,PROSTATE_TASK1,TASK1,DIR,ensemble,0.979574322004736,ndice
case_55,PROSTATE_TASK1,TASK1,DSI,ensemble,0.9654293932337374,ndice
case_55,PROSTATE_TASK1,TASK1,DMU,ensemble,0.9671675167543694,ndice
case_55,PROSTATE_TASK1,UNCERTAINTY,DIR,ensemble,0.7578925065326796,ndice
case_55,PROSTATE_TASK1,UNCERTAINTY,DSI,ensemble,0.4417164220744145,ndice
case_55,PROSTATE_TASK1,UNCERTAINTY,DMU,ensemble,0.2738829918536942,ndice
case_43,PROSTATE_TASK1,TASK1,DIR,ensemble,0.9825265099122888,ndice
case_43,PROSTATE_TASK1,TASK1,DSI,ensemble,0.9736068391531376,ndice
case_43,PROSTATE_TASK1,TASK1,DMU,ensemble,0.9593544530781964,ndice
case_43,PROSTATE_TASK1,UNCERTAINTY,DIR,ensemble,0.7980974822180922,ndice
case_43,PROSTATE_TASK1,UNCERTAINTY,DSI,ensemble,0.3827713382505382,ndice
case_43,PROSTATE_TASK1,UNCERTAINTY,DMU,ensemble,0.3080977138378263,ndice
case_19,PROSTATE_TASK1,TASK1,DIR,ensemble,0.9765174268350943,ndice
case_19,PROSTATE_TASK1,TASK1,DSI,ensemble,0.968146381975384,ndice
case_19,PROSTATE_TASK1,TASK1,DMU,ensemble,0.9632083000796804,ndice
case_19,PROSTATE_TASK1,UNCERTAINTY,DIR,ensemble,0.5940995230656336,ndice
case_19,PROSTATE_TASK1,UNCERTAINTY,DSI,ensemble,0.2735763784270723,ndice
case_19,PROSTATE_TASK1,UNCERTAINTY,DMU,ensemble,0.2133486180103086,ndice
case_39,PROSTATE_TASK2,TASK2,DIR,ensemble,0.9141836937112024,ndice
