epoch:  0 , training loss:  -0.14569665050506592 , validation loss:  -0.22872127681970597 , validation dice:  0.45766112 , this epoch took:  12.623103141784668 s
epoch:  1 , training loss:  -0.1677345853447914 , validation loss:  -0.31955469816923143 , validation dice:  0.50263983 , this epoch took:  11.471184968948364 s
epoch:  2 , training loss:  -0.24850414189696313 , validation loss:  -0.3209590056538582 , validation dice:  0.5052462 , this epoch took:  11.400796175003052 s
epoch:  3 , training loss:  -0.27902765859663486 , validation loss:  -0.3386280253529549 , validation dice:  0.513435 , this epoch took:  11.415168285369873 s
epoch:  4 , training loss:  -0.3039966524243355 , validation loss:  -0.32713290393352507 , validation dice:  0.5091183 , this epoch took:  11.507236957550049 s
epoch:  5 , training loss:  -0.28567128810286524 , validation loss:  -0.36857393220067025 , validation dice:  0.5381658 , this epoch took:  11.434561014175415 s
epoch:  6 , training loss:  -0.2955409491658211 , validation loss:  -0.3584986099600792 , validation dice:  0.53839564 , this epoch took:  11.417852401733398 s
epoch:  7 , training loss:  -0.2761712373495102 , validation loss:  -0.2864891889691353 , validation dice:  0.52072215 , this epoch took:  11.427842140197754 s
epoch:  8 , training loss:  -0.289430905520916 , validation loss:  -0.2784396587312222 , validation dice:  0.4610864 , this epoch took:  11.405449867248535 s
epoch:  9 , training loss:  -0.29874913892149924 , validation loss:  -0.3619285148382187 , validation dice:  0.5498338 , this epoch took:  11.418797969818115 s
epoch:  10 , training loss:  -0.3019573353827 , validation loss:  -0.2531308951973915 , validation dice:  0.4788807 , this epoch took:  11.417154550552368 s
epoch:  11 , training loss:  -0.32000136387348177 , validation loss:  -0.3453638285398483 , validation dice:  0.51271784 , this epoch took:  11.404833793640137 s
epoch:  12 , training loss:  -0.2948762911856174 , validation loss:  -0.3973458218574524 , validation dice:  0.57707983 , this epoch took:  11.455350875854492 s
epoch:  13 , training loss:  -0.2965512276887894 , validation loss:  -0.2736755046248436 , validation dice:  0.46267343 , this epoch took:  11.365970373153687 s
epoch:  14 , training loss:  -0.33323154762387275 , validation loss:  -0.3606820315122604 , validation dice:  0.54502696 , this epoch took:  11.357093334197998 s
epoch:  15 , training loss:  -0.3286015301942825 , validation loss:  -0.3451122789084911 , validation dice:  0.516713 , this epoch took:  11.46712350845337 s
epoch:  16 , training loss:  -0.3164150760769844 , validation loss:  -0.3618242159485817 , validation dice:  0.55077493 , this epoch took:  11.472791910171509 s
epoch:  17 , training loss:  -0.29827302250266075 , validation loss:  -0.3174959506094456 , validation dice:  0.5230823 , this epoch took:  11.46363639831543 s
epoch:  18 , training loss:  -0.31446021074056624 , validation loss:  -0.3483070334792137 , validation dice:  0.48674262 , this epoch took:  11.55667519569397 s
epoch:  19 , training loss:  -0.31187858229875565 , validation loss:  -0.3233241693675518 , validation dice:  0.52358854 , this epoch took:  11.46756625175476 s
epoch:  20 , training loss:  -0.3264451993405819 , validation loss:  -0.33610289186239245 , validation dice:  0.5165535 , this epoch took:  11.555050611495972 s
epoch:  21 , training loss:  -0.3224279744923115 , validation loss:  -0.2952312213182449 , validation dice:  0.47121993 , this epoch took:  11.517006397247314 s
epoch:  22 , training loss:  -0.34263932320475576 , validation loss:  -0.3807144895195961 , validation dice:  0.55858326 , this epoch took:  11.487399816513062 s
epoch:  23 , training loss:  -0.33560663264989854 , validation loss:  -0.31996388748288157 , validation dice:  0.5144436 , this epoch took:  11.489865064620972 s
epoch:  24 , training loss:  -0.33236278942227365 , validation loss:  -0.3167125055193901 , validation dice:  0.4916551 , this epoch took:  11.501455068588257 s
epoch:  25 , training loss:  -0.34812539181113245 , validation loss:  -0.3177657222747803 , validation dice:  0.49654934 , this epoch took:  11.54799747467041 s
epoch:  26 , training loss:  -0.3120620101094246 , validation loss:  -0.3801939918100834 , validation dice:  0.5666599 , this epoch took:  11.518581867218018 s
epoch:  27 , training loss:  -0.30150824689865113 , validation loss:  -0.2242712712287903 , validation dice:  0.5111195 , this epoch took:  12.372526168823242 s
epoch:  28 , training loss:  -0.3067111696302891 , validation loss:  -0.37045004457235337 , validation dice:  0.5516358 , this epoch took:  12.326652765274048 s
epoch:  29 , training loss:  -0.313076978713274 , validation loss:  -0.34819314450025557 , validation dice:  0.5513459 , this epoch took:  11.345741748809814 s
epoch:  30 , training loss:  -0.3293124178051949 , validation loss:  -0.2939087936282158 , validation dice:  0.44861707 , this epoch took:  11.573941469192505 s
epoch:  31 , training loss:  -0.32934695526957514 , validation loss:  -0.36687194526195527 , validation dice:  0.54924196 , this epoch took:  12.20777702331543 s
epoch:  32 , training loss:  -0.32972185298800466 , validation loss:  -0.34342791467905043 , validation dice:  0.5173172 , this epoch took:  12.032856702804565 s
epoch:  33 , training loss:  -0.3350143839418888 , validation loss:  -0.4103891283273697 , validation dice:  0.5651724 , this epoch took:  11.978301525115967 s
epoch:  34 , training loss:  -0.3050158921480179 , validation loss:  -0.2663449177145958 , validation dice:  0.46074745 , this epoch took:  11.646202325820923 s
epoch:  35 , training loss:  -0.3173541769683361 , validation loss:  -0.2941962602734566 , validation dice:  0.45278972 , this epoch took:  11.622174978256226 s
epoch:  36 , training loss:  -0.3297889133095741 , validation loss:  -0.32001243948936464 , validation dice:  0.4919277 , this epoch took:  11.917592525482178 s
epoch:  37 , training loss:  -0.33577892738580706 , validation loss:  -0.30570610478520394 , validation dice:  0.49577633 , this epoch took:  12.803849220275879 s
epoch:  38 , training loss:  -0.3038348985314369 , validation loss:  -0.31252548962831495 , validation dice:  0.52632827 , this epoch took:  12.049928188323975 s
epoch:  39 , training loss:  -0.29999159705638884 , validation loss:  -0.30294608443975446 , validation dice:  0.52192783 , this epoch took:  11.404014825820923 s
epoch:  40 , training loss:  -0.27697637397050856 , validation loss:  -0.3191636887192726 , validation dice:  0.5424106 , this epoch took:  11.5221426486969 s
epoch:  41 , training loss:  -0.2937107419967651 , validation loss:  -0.2679960472881794 , validation dice:  0.49255294 , this epoch took:  11.449343919754028 s
epoch:  42 , training loss:  -0.26807144096493724 , validation loss:  -0.30819592393934725 , validation dice:  0.5033929 , this epoch took:  12.041906833648682 s
epoch:  43 , training loss:  -0.3118383130133152 , validation loss:  -0.3135294272005558 , validation dice:  0.47591236 , this epoch took:  11.578124523162842 s
epoch:  44 , training loss:  -0.3185557642579079 , validation loss:  -0.3525127676129341 , validation dice:  0.53836703 , this epoch took:  11.583382368087769 s
epoch:  45 , training loss:  -0.3441274963617325 , validation loss:  -0.2358983016014099 , validation dice:  0.46569932 , this epoch took:  11.993394374847412 s
epoch:  46 , training loss:  -0.312564309835434 , validation loss:  -0.3467207714915276 , validation dice:  0.524119 , this epoch took:  12.129724979400635 s
epoch:  47 , training loss:  -0.33277811563014986 , validation loss:  -0.2878515800833702 , validation dice:  0.5111544 , this epoch took:  12.530142068862915 s
epoch:  48 , training loss:  -0.31682914747297763 , validation loss:  -0.32778098493814467 , validation dice:  0.5031927 , this epoch took:  11.937554597854614 s
epoch:  49 , training loss:  -0.3401931897699833 , validation loss:  -0.3336518633365631 , validation dice:  0.5078041 , this epoch took:  11.781850576400757 s
epoch:  50 , training loss:  -0.36172133186459543 , validation loss:  -0.3566212797164917 , validation dice:  0.51492596 , this epoch took:  11.40202808380127 s
epoch:  51 , training loss:  -0.36518558803200724 , validation loss:  -0.29595635950565335 , validation dice:  0.48029098 , this epoch took:  11.384464025497437 s
epoch:  52 , training loss:  -0.32932356241345406 , validation loss:  -0.396585088968277 , validation dice:  0.57096344 , this epoch took:  11.387340784072876 s
epoch:  53 , training loss:  -0.3350982910692692 , validation loss:  -0.2693516749143601 , validation dice:  0.4753764 , this epoch took:  11.88165020942688 s
epoch:  54 , training loss:  -0.32852178609371185 , validation loss:  -0.2292202079296112 , validation dice:  0.48647985 , this epoch took:  12.162260055541992 s
epoch:  55 , training loss:  -0.3260498018860817 , validation loss:  -0.3070676824450493 , validation dice:  0.4827613 , this epoch took:  11.760097026824951 s
epoch:  56 , training loss:  -0.30895341873168947 , validation loss:  -0.25653931245207784 , validation dice:  0.5200178 , this epoch took:  11.496243238449097 s
