epoch:  0 , training loss:  -0.1321780658364296 , validation loss:  -0.18215549111366272 , validation dice:  0.40024456 , this epoch took:  18.66523241996765 s
epoch:  1 , training loss:  -0.09197419609129429 , validation loss:  0.18773135781288147 , validation dice:  0.0 , this epoch took:  17.212793588638306 s
epoch:  2 , training loss:  0.14201084616780282 , validation loss:  0.16231349378824234 , validation dice:  0.0 , this epoch took:  17.253410816192627 s
epoch:  3 , training loss:  0.13857221682369708 , validation loss:  0.15818796634674073 , validation dice:  0.0 , this epoch took:  16.601078748703003 s
epoch:  4 , training loss:  0.1463877617120743 , validation loss:  0.15706251800060272 , validation dice:  0.0 , this epoch took:  17.370996236801147 s
epoch:  5 , training loss:  0.14988605576753616 , validation loss:  0.17374828398227693 , validation dice:  0.0 , this epoch took:  16.750267267227173 s
epoch:  6 , training loss:  0.1427936938405037 , validation loss:  0.14542570292949678 , validation dice:  0.0 , this epoch took:  16.728825330734253 s
epoch:  7 , training loss:  0.14809676159918309 , validation loss:  0.17295830130577086 , validation dice:  0.0 , this epoch took:  17.08063244819641 s
epoch:  8 , training loss:  0.1449179445952177 , validation loss:  0.1568807777762413 , validation dice:  0.0 , this epoch took:  16.998628616333008 s
epoch:  9 , training loss:  0.1481502745002508 , validation loss:  0.14966640666127204 , validation dice:  0.0 , this epoch took:  17.020461797714233 s
epoch:  10 , training loss:  0.14969858177006246 , validation loss:  0.14549740225076677 , validation dice:  0.0 , this epoch took:  16.914271116256714 s
epoch:  11 , training loss:  0.14482920847833156 , validation loss:  0.16274107694625856 , validation dice:  0.0 , this epoch took:  17.34176754951477 s
epoch:  12 , training loss:  0.14211552438139916 , validation loss:  0.16343045249581337 , validation dice:  0.0 , this epoch took:  16.257286310195923 s
epoch:  13 , training loss:  0.1372092555463314 , validation loss:  0.16831574812531472 , validation dice:  0.0 , this epoch took:  16.500521659851074 s
epoch:  14 , training loss:  0.14366224870085717 , validation loss:  0.1564321945607662 , validation dice:  0.0 , this epoch took:  17.202204942703247 s
epoch:  15 , training loss:  0.13868778540194035 , validation loss:  0.16093602627515793 , validation dice:  0.0 , this epoch took:  16.71304202079773 s
epoch:  16 , training loss:  0.1428006835281849 , validation loss:  0.1512351182103157 , validation dice:  0.0 , this epoch took:  16.777584552764893 s
epoch:  17 , training loss:  0.1436990158855915 , validation loss:  0.15581425338983534 , validation dice:  0.0 , this epoch took:  16.9227294921875 s
epoch:  18 , training loss:  0.14485122625529767 , validation loss:  0.1699656891822815 , validation dice:  0.0 , this epoch took:  17.278754472732544 s
epoch:  19 , training loss:  0.14501437611877918 , validation loss:  0.14551540866494178 , validation dice:  0.0 , this epoch took:  17.233455419540405 s
epoch:  20 , training loss:  0.1486640616953373 , validation loss:  0.16746704235672952 , validation dice:  0.0 , this epoch took:  17.040679931640625 s
epoch:  21 , training loss:  0.14254019731283188 , validation loss:  0.15995818585157395 , validation dice:  0.0 , this epoch took:  16.86540675163269 s
epoch:  22 , training loss:  0.1405514785796404 , validation loss:  0.16521848410367965 , validation dice:  0.0 , this epoch took:  18.423230171203613 s
epoch:  23 , training loss:  0.1456085231602192 , validation loss:  0.15749647468328476 , validation dice:  0.0 , this epoch took:  17.64624309539795 s
epoch:  24 , training loss:  0.14411948910355568 , validation loss:  0.15959884122014045 , validation dice:  0.0 , this epoch took:  17.99004101753235 s
epoch:  25 , training loss:  0.14663734669983386 , validation loss:  0.14884758576750756 , validation dice:  0.0 , this epoch took:  18.65126061439514 s
epoch:  26 , training loss:  0.13976968052983285 , validation loss:  0.14970654845237732 , validation dice:  0.0 , this epoch took:  18.124335527420044 s
epoch:  27 , training loss:  0.14148528787493705 , validation loss:  0.14995573222637176 , validation dice:  0.0 , this epoch took:  17.784077167510986 s
epoch:  28 , training loss:  0.1409371523708105 , validation loss:  0.1551030045747757 , validation dice:  0.0 , this epoch took:  18.201895475387573 s
epoch:  29 , training loss:  0.14389855946600438 , validation loss:  0.1487255084514618 , validation dice:  0.0 , this epoch took:  17.82707142829895 s
epoch:  30 , training loss:  0.13511354918777943 , validation loss:  0.16665653884410858 , validation dice:  0.0 , this epoch took:  17.930177688598633 s
epoch:  31 , training loss:  0.14241694609820843 , validation loss:  0.16423293590545654 , validation dice:  0.0 , this epoch took:  18.0929696559906 s
epoch:  32 , training loss:  0.14159353312849998 , validation loss:  0.18274577111005783 , validation dice:  0.0 , this epoch took:  18.123000144958496 s
epoch:  33 , training loss:  0.14678886723518372 , validation loss:  0.14228294134140015 , validation dice:  0.0 , this epoch took:  17.53039860725403 s
epoch:  34 , training loss:  0.14555717958509923 , validation loss:  0.1657585722208023 , validation dice:  0.0 , this epoch took:  17.403401613235474 s
epoch:  35 , training loss:  0.13954176050424577 , validation loss:  0.1615249288082123 , validation dice:  0.0 , this epoch took:  17.98684000968933 s
epoch:  36 , training loss:  0.1452794724702835 , validation loss:  0.15652441576123238 , validation dice:  0.0 , this epoch took:  17.629260540008545 s
epoch:  37 , training loss:  0.13954585997760297 , validation loss:  0.15577233880758284 , validation dice:  0.0 , this epoch took:  18.260209560394287 s
epoch:  38 , training loss:  0.13999219751358033 , validation loss:  0.16009085536003112 , validation dice:  0.0 , this epoch took:  17.65609097480774 s
epoch:  39 , training loss:  0.13886892214417457 , validation loss:  0.14711347922682763 , validation dice:  0.0 , this epoch took:  17.545480728149414 s
epoch:  40 , training loss:  0.1395610642284155 , validation loss:  0.1541537407040596 , validation dice:  0.0 , this epoch took:  17.783751726150513 s
epoch:  41 , training loss:  0.14167301340401173 , validation loss:  0.14422065123915673 , validation dice:  0.0 , this epoch took:  18.307406187057495 s
epoch:  42 , training loss:  0.14207375630736352 , validation loss:  0.15090697765350342 , validation dice:  0.0 , this epoch took:  18.011395692825317 s
epoch:  43 , training loss:  0.14244110611081123 , validation loss:  0.15625035464763642 , validation dice:  0.0 , this epoch took:  17.958699703216553 s
epoch:  44 , training loss:  0.14384948509931564 , validation loss:  0.15262982726097107 , validation dice:  0.0 , this epoch took:  17.64125967025757 s
epoch:  45 , training loss:  0.1369551980048418 , validation loss:  0.13828123331069947 , validation dice:  0.0 , this epoch took:  17.45881199836731 s
epoch:  46 , training loss:  0.14328498587012292 , validation loss:  0.15167391911149025 , validation dice:  0.0 , this epoch took:  17.30815553665161 s
epoch:  47 , training loss:  0.14748847775161267 , validation loss:  0.16755262061953544 , validation dice:  0.0 , this epoch took:  17.52189540863037 s
epoch:  48 , training loss:  0.13926207396388054 , validation loss:  0.15707189500331878 , validation dice:  0.0 , this epoch took:  17.840880155563354 s
epoch:  49 , training loss:  0.1447848930954933 , validation loss:  0.16549268871545791 , validation dice:  0.0 , this epoch took:  17.72736620903015 s
epoch:  50 , training loss:  0.1454127140492201 , validation loss:  0.1473943305015564 , validation dice:  0.0 , this epoch took:  17.20452642440796 s
epoch:  51 , training loss:  0.14618738946318627 , validation loss:  0.15281094014644622 , validation dice:  0.0 , this epoch took:  18.00343680381775 s
epoch:  52 , training loss:  0.14087645560503007 , validation loss:  0.13840102434158325 , validation dice:  0.0 , this epoch took:  17.12276029586792 s
epoch:  53 , training loss:  0.1418619903922081 , validation loss:  0.15673312813043594 , validation dice:  0.0 , this epoch took:  17.541154623031616 s
epoch:  54 , training loss:  0.14494882953166963 , validation loss:  0.15666239261627196 , validation dice:  0.0 , this epoch took:  17.814791679382324 s
epoch:  55 , training loss:  0.1452657797038555 , validation loss:  0.15698177963495255 , validation dice:  0.0 , this epoch took:  17.824291944503784 s
epoch:  56 , training loss:  0.1383059926778078 , validation loss:  0.1506475481390953 , validation dice:  0.0 , this epoch took:  17.54008936882019 s
epoch:  57 , training loss:  0.13857067205011844 , validation loss:  0.15663885712623596 , validation dice:  0.0 , this epoch took:  17.31562089920044 s
epoch:  58 , training loss:  0.14850687171518803 , validation loss:  0.1488776585459709 , validation dice:  0.0 , this epoch took:  18.244358777999878 s
epoch:  59 , training loss:  0.13731939117610453 , validation loss:  0.15225705564022063 , validation dice:  0.0 , this epoch took:  17.315715789794922 s
epoch:  60 , training loss:  0.14519211138784885 , validation loss:  0.14901319041848182 , validation dice:  0.0 , this epoch took:  17.61135959625244 s
epoch:  61 , training loss:  0.1406677047908306 , validation loss:  0.15653257936239243 , validation dice:  0.0 , this epoch took:  17.482203006744385 s
epoch:  62 , training loss:  0.1416651481986046 , validation loss:  0.15607513397932052 , validation dice:  0.0 , this epoch took:  17.8354549407959 s
epoch:  63 , training loss:  0.15197906450927257 , validation loss:  0.15174155473709106 , validation dice:  0.0 , this epoch took:  17.875787019729614 s
epoch:  64 , training loss:  0.13656530326604843 , validation loss:  0.15415340512990952 , validation dice:  0.0 , this epoch took:  18.905229091644287 s
