epoch:  0 , training loss:  -0.45941922 , validation loss:  -0.6974626 , validation dice:  0.7971974 , this epoch took:  49.35733151435852 s
epoch:  1 , training loss:  -0.61056346 , validation loss:  -0.6792765 , validation dice:  0.7952996 , this epoch took:  48.02227020263672 s
epoch:  2 , training loss:  -0.67832905 , validation loss:  -0.6564529 , validation dice:  0.7709337 , this epoch took:  48.75453495979309 s
epoch:  3 , training loss:  -0.7215499 , validation loss:  -0.739249 , validation dice:  0.8317203 , this epoch took:  49.707688331604004 s
epoch:  4 , training loss:  -0.72836477 , validation loss:  -0.64389473 , validation dice:  0.73928523 , this epoch took:  50.45243954658508 s
epoch:  5 , training loss:  -0.7367401 , validation loss:  -0.6944161 , validation dice:  0.78076535 , this epoch took:  51.664167642593384 s
epoch:  6 , training loss:  -0.74789006 , validation loss:  -0.7465385 , validation dice:  0.81988424 , this epoch took:  49.83015203475952 s
epoch:  7 , training loss:  -0.74380004 , validation loss:  -0.75406015 , validation dice:  0.83315 , this epoch took:  52.43114638328552 s
epoch:  8 , training loss:  -0.7310581 , validation loss:  -0.70759374 , validation dice:  0.80695724 , this epoch took:  49.28880047798157 s
epoch:  9 , training loss:  -0.7472439 , validation loss:  -0.74500984 , validation dice:  0.8315036 , this epoch took:  47.74726700782776 s
epoch:  10 , training loss:  -0.7646272 , validation loss:  -0.7001852 , validation dice:  0.8089923 , this epoch took:  46.941922426223755 s
epoch:  11 , training loss:  -0.7555398 , validation loss:  -0.75271165 , validation dice:  0.836141 , this epoch took:  48.27568984031677 s
epoch:  12 , training loss:  -0.7816334 , validation loss:  -0.769698 , validation dice:  0.8407036 , this epoch took:  49.01935648918152 s
epoch:  13 , training loss:  -0.7708419 , validation loss:  -0.6997571 , validation dice:  0.7994063 , this epoch took:  51.3714644908905 s
epoch:  14 , training loss:  -0.7961782 , validation loss:  -0.7561087 , validation dice:  0.84981245 , this epoch took:  48.90443253517151 s
epoch:  15 , training loss:  -0.7662498 , validation loss:  -0.7808419 , validation dice:  0.8583951 , this epoch took:  48.60274696350098 s
