epoch:  0 , training loss:  0.02504473297437653 , validation loss:  0.01298680012114346 , validation dice:  0.0 , this epoch took:  966.5781347751617 s
epoch:  1 , training loss:  0.014785959359258413 , validation loss:  0.0005094172246754169 , validation dice:  0.0 , this epoch took:  988.5875520706177 s
epoch:  2 , training loss:  0.01410143592208624 , validation loss:  0.0103949161991477 , validation dice:  0.0 , this epoch took:  1078.0479526519775 s
epoch:  3 , training loss:  0.016245839435607194 , validation loss:  0.008721417263150216 , validation dice:  0.0 , this epoch took:  1057.4990241527557 s
epoch:  4 , training loss:  0.010123318464495242 , validation loss:  0.011735059916973115 , validation dice:  0.0 , this epoch took:  994.113763332367 s
epoch:  5 , training loss:  0.0054324685856699945 , validation loss:  0.007784971464425325 , validation dice:  0.0 , this epoch took:  1008.965253829956 s
epoch:  6 , training loss:  0.008006089454516769 , validation loss:  0.006285195108503104 , validation dice:  0.0 , this epoch took:  999.1666705608368 s
epoch:  7 , training loss:  0.002158393120393157 , validation loss:  -0.005592994717881083 , validation dice:  0.004469862 , this epoch took:  1025.1826536655426 s
epoch:  8 , training loss:  -0.00496648108586669 , validation loss:  -0.027694965051487087 , validation dice:  0.07851503 , this epoch took:  1045.6312174797058 s
epoch:  9 , training loss:  0.0074134177169762555 , validation loss:  0.013977835904806852 , validation dice:  0.0 , this epoch took:  1072.7946391105652 s
epoch:  10 , training loss:  0.005138865016400814 , validation loss:  -0.009004146493971348 , validation dice:  0.0 , this epoch took:  959.5833950042725 s
epoch:  11 , training loss:  0.003425549881532788 , validation loss:  -0.00012502946890890598 , validation dice:  0.0 , this epoch took:  1026.35688829422 s
epoch:  12 , training loss:  8.173885103315115e-05 , validation loss:  0.002948553953319788 , validation dice:  0.0 , this epoch took:  1023.2162899971008 s
epoch:  13 , training loss:  -0.007648402774240822 , validation loss:  -0.003569436576217413 , validation dice:  0.0 , this epoch took:  1000.6970474720001 s
epoch:  14 , training loss:  -0.0027151178261265157 , validation loss:  -0.0017305908724665642 , validation dice:  0.02487426 , this epoch took:  1047.3418147563934 s
epoch:  15 , training loss:  -0.009948511945083737 , validation loss:  -0.011615496519953012 , validation dice:  0.0 , this epoch took:  997.237640619278 s
