epoch:  0 , training loss:  0.028485999846830964 , validation loss:  0.0165224545635283 , validation dice:  0.0 , this epoch took:  960.6551127433777 s
epoch:  1 , training loss:  0.017410286578349768 , validation loss:  0.015612901421263814 , validation dice:  0.0 , this epoch took:  1025.0379385948181 s
epoch:  2 , training loss:  0.01358872994966805 , validation loss:  0.013443297389894724 , validation dice:  0.0 , this epoch took:  985.4902691841125 s
epoch:  3 , training loss:  0.004352491836994887 , validation loss:  -0.0036522986320778727 , validation dice:  0.0 , this epoch took:  1001.76096367836 s
epoch:  4 , training loss:  0.0010364204570651055 , validation loss:  0.019517024345695973 , validation dice:  0.0 , this epoch took:  1041.4277698993683 s
epoch:  5 , training loss:  0.007770449619740247 , validation loss:  0.01896277768537402 , validation dice:  0.0 , this epoch took:  1056.0844049453735 s
epoch:  6 , training loss:  0.019600718999281525 , validation loss:  0.016180864684283734 , validation dice:  0.0 , this epoch took:  1055.4316201210022 s
epoch:  7 , training loss:  0.017559969376772643 , validation loss:  0.01485565485432744 , validation dice:  0.0 , this epoch took:  991.3047966957092 s
epoch:  8 , training loss:  0.011967637076973915 , validation loss:  0.011603149631991983 , validation dice:  0.0 , this epoch took:  1057.8082444667816 s
epoch:  9 , training loss:  0.002548838040791452 , validation loss:  -0.007665211707353592 , validation dice:  0.0 , this epoch took:  1079.7779095172882 s
epoch:  10 , training loss:  0.002988589007407427 , validation loss:  -0.003886784315109253 , validation dice:  0.0 , this epoch took:  964.0086705684662 s
epoch:  11 , training loss:  0.008482237216085195 , validation loss:  -0.007448338717222214 , validation dice:  0.0 , this epoch took:  955.1501183509827 s
epoch:  12 , training loss:  -0.0027418576162308453 , validation loss:  -0.004147221930325031 , validation dice:  0.00016708001 , this epoch took:  983.4568543434143 s
epoch:  13 , training loss:  -0.006746701825410127 , validation loss:  -0.009395173974335194 , validation dice:  0.06739648 , this epoch took:  1053.7343997955322 s
epoch:  14 , training loss:  -0.010594853455200792 , validation loss:  -0.004556998424232006 , validation dice:  0.051781386 , this epoch took:  1025.825304031372 s
epoch:  15 , training loss:  0.008171342748217285 , validation loss:  0.02169535234570503 , validation dice:  0.0 , this epoch took:  979.4429969787598 s
epoch:  16 , training loss:  0.013315923662856222 , validation loss:  0.00975846417248249 , validation dice:  0.0 , this epoch took:  1033.5954241752625 s
