epoch:  0 , training loss:  0.57106584 , validation loss:  0.56463844 , validation dice:  0.0 , this epoch took:  54.12179231643677 s
epoch:  1 , training loss:  0.56324047 , validation loss:  0.5657623 , validation dice:  0.0 , this epoch took:  54.44055414199829 s
epoch:  2 , training loss:  0.56365764 , validation loss:  0.56623876 , validation dice:  0.0 , this epoch took:  53.87112760543823 s
epoch:  3 , training loss:  0.5643736 , validation loss:  0.56480867 , validation dice:  0.0 , this epoch took:  54.379573822021484 s
epoch:  4 , training loss:  0.5636088 , validation loss:  0.5653626 , validation dice:  0.0 , this epoch took:  56.76102948188782 s
epoch:  5 , training loss:  0.5640177 , validation loss:  0.56497043 , validation dice:  0.0 , this epoch took:  52.690173387527466 s
epoch:  6 , training loss:  0.5636556 , validation loss:  0.56415904 , validation dice:  0.0 , this epoch took:  55.59003829956055 s
epoch:  7 , training loss:  0.5630836 , validation loss:  0.5646544 , validation dice:  0.0 , this epoch took:  52.25181722640991 s
epoch:  8 , training loss:  0.5625536 , validation loss:  0.5650158 , validation dice:  0.0 , this epoch took:  55.769927978515625 s
epoch:  9 , training loss:  0.5625475 , validation loss:  0.5647378 , validation dice:  0.0 , this epoch took:  54.30578136444092 s
epoch:  10 , training loss:  0.56363773 , validation loss:  0.56633013 , validation dice:  0.0 , this epoch took:  53.477384090423584 s
epoch:  11 , training loss:  0.56321484 , validation loss:  0.56635743 , validation dice:  0.0 , this epoch took:  52.64645838737488 s
epoch:  12 , training loss:  0.5633452 , validation loss:  0.56521857 , validation dice:  0.0 , this epoch took:  53.69362211227417 s
epoch:  13 , training loss:  0.5620708 , validation loss:  0.56558424 , validation dice:  0.0 , this epoch took:  53.18841195106506 s
epoch:  14 , training loss:  0.5636011 , validation loss:  0.5657986 , validation dice:  0.0 , this epoch took:  55.836774826049805 s
epoch:  15 , training loss:  0.56306994 , validation loss:  0.56433547 , validation dice:  0.0 , this epoch took:  52.224385023117065 s
epoch:  16 , training loss:  0.5638139 , validation loss:  0.56401706 , validation dice:  0.0 , this epoch took:  53.74238109588623 s
epoch:  17 , training loss:  0.56336534 , validation loss:  0.56428456 , validation dice:  0.0 , this epoch took:  54.00875926017761 s
epoch:  18 , training loss:  0.5629021 , validation loss:  0.56596845 , validation dice:  0.0 , this epoch took:  56.71747183799744 s
epoch:  19 , training loss:  0.56384337 , validation loss:  0.56525415 , validation dice:  0.0 , this epoch took:  55.77112817764282 s
epoch:  20 , training loss:  0.56210697 , validation loss:  0.56413484 , validation dice:  0.0 , this epoch took:  54.14177966117859 s
epoch:  21 , training loss:  0.5632034 , validation loss:  0.5650867 , validation dice:  0.0 , this epoch took:  55.72616505622864 s
epoch:  22 , training loss:  0.5614735 , validation loss:  0.5652086 , validation dice:  0.0 , this epoch took:  57.087820053100586 s
epoch:  23 , training loss:  0.56329846 , validation loss:  0.5636781 , validation dice:  0.0 , this epoch took:  55.19405961036682 s
epoch:  24 , training loss:  0.5622517 , validation loss:  0.56524295 , validation dice:  0.0 , this epoch took:  54.70979166030884 s
epoch:  25 , training loss:  0.56219965 , validation loss:  0.5648205 , validation dice:  0.0 , this epoch took:  55.91623091697693 s
epoch:  26 , training loss:  0.5630961 , validation loss:  0.564052 , validation dice:  0.0 , this epoch took:  53.236268520355225 s
epoch:  27 , training loss:  0.52406216 , validation loss:  0.48300412 , validation dice:  0.35866174 , this epoch took:  55.56047701835632 s
epoch:  28 , training loss:  0.49908105 , validation loss:  0.4840848 , validation dice:  0.3524891 , this epoch took:  53.20939111709595 s
epoch:  29 , training loss:  0.4964058 , validation loss:  0.4701745 , validation dice:  0.38649276 , this epoch took:  57.367539167404175 s
epoch:  30 , training loss:  0.49336866 , validation loss:  0.4755869 , validation dice:  0.38466418 , this epoch took:  57.844520568847656 s
epoch:  31 , training loss:  0.48685724 , validation loss:  0.48011535 , validation dice:  0.3585297 , this epoch took:  55.11708736419678 s
epoch:  32 , training loss:  0.493129 , validation loss:  0.47206402 , validation dice:  0.38586572 , this epoch took:  53.704161405563354 s
epoch:  33 , training loss:  0.49754915 , validation loss:  0.47225153 , validation dice:  0.40114045 , this epoch took:  54.28166389465332 s
epoch:  34 , training loss:  0.49150473 , validation loss:  0.47323123 , validation dice:  0.38426873 , this epoch took:  56.36320400238037 s
epoch:  35 , training loss:  0.48957014 , validation loss:  0.47941497 , validation dice:  0.37766173 , this epoch took:  53.39062190055847 s
epoch:  36 , training loss:  0.4914654 , validation loss:  0.47151268 , validation dice:  0.39018193 , this epoch took:  52.41751551628113 s
epoch:  37 , training loss:  0.48777086 , validation loss:  0.47272232 , validation dice:  0.38561383 , this epoch took:  55.46065878868103 s
epoch:  38 , training loss:  0.49047107 , validation loss:  0.47144085 , validation dice:  0.39033154 , this epoch took:  55.14835071563721 s
epoch:  39 , training loss:  0.4858845 , validation loss:  0.48299956 , validation dice:  0.37055624 , this epoch took:  53.59156894683838 s
epoch:  40 , training loss:  0.48535144 , validation loss:  0.46853212 , validation dice:  0.4051597 , this epoch took:  51.10809898376465 s
epoch:  41 , training loss:  0.48267558 , validation loss:  0.47334775 , validation dice:  0.387541 , this epoch took:  53.831305742263794 s
epoch:  42 , training loss:  0.4834137 , validation loss:  0.47343197 , validation dice:  0.40215072 , this epoch took:  56.40784764289856 s
epoch:  43 , training loss:  0.48434234 , validation loss:  0.471276 , validation dice:  0.39936095 , this epoch took:  52.06904077529907 s
epoch:  44 , training loss:  0.4791367 , validation loss:  0.4751103 , validation dice:  0.4187709 , this epoch took:  55.17530965805054 s
epoch:  45 , training loss:  0.47937408 , validation loss:  0.4678268 , validation dice:  0.40355626 , this epoch took:  54.64028882980347 s
epoch:  46 , training loss:  0.47945362 , validation loss:  0.4657369 , validation dice:  0.4045914 , this epoch took:  53.304160594940186 s
