epoch:  0 , training loss:  0.3120661 , validation loss:  0.30860013 , validation dice:  0.0 , this epoch took:  1072.3891565799713 s
epoch:  1 , training loss:  0.30870682 , validation loss:  0.30875102 , validation dice:  0.0 , this epoch took:  1040.198674440384 s
epoch:  2 , training loss:  0.30870056 , validation loss:  0.3088488 , validation dice:  0.0 , this epoch took:  1000.1694452762604 s
epoch:  3 , training loss:  0.30858588 , validation loss:  0.30874765 , validation dice:  0.0 , this epoch took:  980.4244277477264 s
epoch:  4 , training loss:  0.30893463 , validation loss:  0.3087896 , validation dice:  0.0 , this epoch took:  1093.5536649227142 s
epoch:  5 , training loss:  0.30867982 , validation loss:  0.30944243 , validation dice:  0.0 , this epoch took:  1088.4053575992584 s
epoch:  6 , training loss:  0.30897066 , validation loss:  0.30851936 , validation dice:  0.0 , this epoch took:  1061.606758594513 s
epoch:  7 , training loss:  0.30879557 , validation loss:  0.30896562 , validation dice:  0.0 , this epoch took:  1092.4977436065674 s
epoch:  8 , training loss:  0.30868518 , validation loss:  0.30789822 , validation dice:  0.0 , this epoch took:  1076.5550000667572 s
epoch:  9 , training loss:  0.30890137 , validation loss:  0.30878574 , validation dice:  0.0 , this epoch took:  1037.3246185779572 s
epoch:  10 , training loss:  0.30904847 , validation loss:  0.30921757 , validation dice:  0.0 , this epoch took:  1066.3651762008667 s
epoch:  11 , training loss:  0.30860662 , validation loss:  0.3085153 , validation dice:  0.0 , this epoch took:  1008.946769952774 s
epoch:  12 , training loss:  0.30850947 , validation loss:  0.30881572 , validation dice:  0.0 , this epoch took:  987.3645794391632 s
epoch:  13 , training loss:  0.3087874 , validation loss:  0.30867404 , validation dice:  0.0 , this epoch took:  1020.2556552886963 s
epoch:  14 , training loss:  0.3089317 , validation loss:  0.30783537 , validation dice:  0.0 , this epoch took:  1022.5311305522919 s
epoch:  15 , training loss:  0.30864656 , validation loss:  0.30841437 , validation dice:  0.0 , this epoch took:  1081.017014503479 s
epoch:  16 , training loss:  0.30872643 , validation loss:  0.30865553 , validation dice:  0.0 , this epoch took:  992.7405135631561 s
epoch:  17 , training loss:  0.3088256 , validation loss:  0.3086669 , validation dice:  0.0 , this epoch took:  1055.4729557037354 s
epoch:  18 , training loss:  0.30879456 , validation loss:  0.30872622 , validation dice:  0.0 , this epoch took:  1035.8008484840393 s
epoch:  19 , training loss:  0.30884936 , validation loss:  0.3083312 , validation dice:  0.0 , this epoch took:  1025.5231583118439 s
epoch:  20 , training loss:  0.3089408 , validation loss:  0.30701032 , validation dice:  0.0 , this epoch took:  1062.28293800354 s
epoch:  21 , training loss:  0.30875129 , validation loss:  0.30934116 , validation dice:  0.0 , this epoch took:  1047.0769491195679 s
epoch:  22 , training loss:  0.30888543 , validation loss:  0.30852696 , validation dice:  0.0 , this epoch took:  1071.183375120163 s
epoch:  23 , training loss:  0.30885306 , validation loss:  0.3085267 , validation dice:  0.0 , this epoch took:  1008.6371657848358 s
epoch:  24 , training loss:  0.30884862 , validation loss:  0.30834505 , validation dice:  0.0 , this epoch took:  1060.2709379196167 s
epoch:  25 , training loss:  0.30883104 , validation loss:  0.3090991 , validation dice:  0.0 , this epoch took:  1045.6833176612854 s
epoch:  26 , training loss:  0.30874065 , validation loss:  0.30875677 , validation dice:  0.0 , this epoch took:  1001.0453379154205 s
