epoch:  0 , training loss:  -0.22613555784523487 , validation loss:  -0.41781613886356356 , validation dice:  0.5228712 , this epoch took:  25.91511821746826 s
epoch:  0 , training loss:  0.014864771150052547 , validation loss:  0.13548026509582997 , validation dice:  0.0 , this epoch took:  29.277169704437256 s
epoch:  1 , training loss:  0.11967064779996872 , validation loss:  0.0793295131623745 , validation dice:  0.0 , this epoch took:  27.637084484100342 s
epoch:  2 , training loss:  0.06816662117838859 , validation loss:  0.07283167585730553 , validation dice:  0.0 , this epoch took:  25.861680030822754 s
epoch:  3 , training loss:  0.06806025259196759 , validation loss:  0.07350845381617546 , validation dice:  0.0 , this epoch took:  28.23319125175476 s
epoch:  4 , training loss:  0.06680712053179741 , validation loss:  0.07401743352413177 , validation dice:  0.0 , this epoch took:  28.382025241851807 s
epoch:  5 , training loss:  0.06778452034294605 , validation loss:  0.07264013320207596 , validation dice:  0.0 , this epoch took:  27.401939153671265 s
epoch:  6 , training loss:  0.06885471333563328 , validation loss:  0.07357783526182175 , validation dice:  0.0 , this epoch took:  27.411338806152344 s
epoch:  7 , training loss:  0.0690405142456293 , validation loss:  0.07383694618940354 , validation dice:  0.0 , this epoch took:  26.679872751235962 s
epoch:  8 , training loss:  0.0683453900963068 , validation loss:  0.07066390708088875 , validation dice:  0.0 , this epoch took:  28.47977375984192 s
epoch:  9 , training loss:  0.06742756207287312 , validation loss:  0.07074706822633743 , validation dice:  0.0 , this epoch took:  28.651085138320923 s
epoch:  10 , training loss:  0.06797402752935887 , validation loss:  0.07342573806643486 , validation dice:  0.0 , this epoch took:  27.334234952926636 s
epoch:  11 , training loss:  0.06775533536076546 , validation loss:  0.07312530532479286 , validation dice:  0.0 , this epoch took:  28.205153942108154 s
epoch:  12 , training loss:  0.06770947249233723 , validation loss:  0.07456728160381317 , validation dice:  0.0 , this epoch took:  27.260196685791016 s
epoch:  13 , training loss:  0.06898921090364456 , validation loss:  0.07344430670142174 , validation dice:  0.0 , this epoch took:  29.00636076927185 s
epoch:  14 , training loss:  0.06804516446590424 , validation loss:  0.07360499903559685 , validation dice:  0.0 , this epoch took:  28.008135080337524 s
epoch:  15 , training loss:  0.06805556340515613 , validation loss:  0.07382626667618751 , validation dice:  0.0 , this epoch took:  28.414380073547363 s
epoch:  16 , training loss:  0.06805718410015106 , validation loss:  0.07302901387214661 , validation dice:  0.0 , this epoch took:  27.805461406707764 s
epoch:  17 , training loss:  0.06908009521663189 , validation loss:  0.07486996769905091 , validation dice:  0.0 , this epoch took:  27.401174783706665 s
epoch:  18 , training loss:  0.06712814593315125 , validation loss:  0.07291741043329239 , validation dice:  0.0 , this epoch took:  28.103208780288696 s
