epoch:  0 , training loss:  -0.023092016875743866 , validation loss:  -0.0652815541625023 , validation dice:  0.31436637 , this epoch took:  62.21961569786072 s
epoch:  1 , training loss:  -0.3402262005209923 , validation loss:  -0.11420339107513428 , validation dice:  0.39838678 , this epoch took:  59.64053726196289 s
epoch:  2 , training loss:  -0.3684945048689842 , validation loss:  -0.1668388044834137 , validation dice:  0.40862924 , this epoch took:  58.66397547721863 s
epoch:  3 , training loss:  -0.3939497042298317 , validation loss:  0.05906326681375504 , validation dice:  0.35351363 , this epoch took:  54.470686197280884 s
epoch:  4 , training loss:  0.4932189277112484 , validation loss:  0.3806378734111786 , validation dice:  0.25232735 , this epoch took:  59.67094588279724 s
epoch:  5 , training loss:  0.09071941122412681 , validation loss:  0.28527686864137647 , validation dice:  0.19546631 , this epoch took:  61.03097200393677 s
epoch:  6 , training loss:  0.27796712970733645 , validation loss:  0.24164732724428176 , validation dice:  0.0 , this epoch took:  57.230339765548706 s
epoch:  7 , training loss:  0.26533794939517974 , validation loss:  0.2540713319182396 , validation dice:  0.0 , this epoch took:  57.3874409198761 s
epoch:  8 , training loss:  0.26170446348190307 , validation loss:  0.25532006412744523 , validation dice:  0.0 , this epoch took:  60.62486505508423 s
epoch:  9 , training loss:  0.264391827583313 , validation loss:  0.2456377774477005 , validation dice:  0.0 , this epoch took:  58.72312569618225 s
epoch:  10 , training loss:  0.2569160352349281 , validation loss:  0.2510514357686043 , validation dice:  0.0 , this epoch took:  58.87317681312561 s
epoch:  11 , training loss:  0.2582803395986557 , validation loss:  0.23089090526103973 , validation dice:  0.0 , this epoch took:  58.86782383918762 s
epoch:  12 , training loss:  0.26561076748371126 , validation loss:  0.23818378180265426 , validation dice:  0.0 , this epoch took:  60.921147108078 s
epoch:  13 , training loss:  0.2672723118662834 , validation loss:  0.23908975541591646 , validation dice:  0.0 , this epoch took:  61.591994762420654 s
epoch:  14 , training loss:  0.26606608802080156 , validation loss:  0.2218693009018898 , validation dice:  0.0 , this epoch took:  61.88028621673584 s
epoch:  15 , training loss:  0.2691565740704536 , validation loss:  0.22172140449285507 , validation dice:  0.0 , this epoch took:  61.14130616188049 s
epoch:  16 , training loss:  0.27224406725168226 , validation loss:  0.2480867648124695 , validation dice:  0.0 , this epoch took:  63.66281270980835 s
epoch:  17 , training loss:  0.2627695792913437 , validation loss:  0.24243276655673981 , validation dice:  0.0 , this epoch took:  59.26488184928894 s
epoch:  18 , training loss:  0.26552260673046113 , validation loss:  0.23906875967979432 , validation dice:  0.0 , this epoch took:  60.97201919555664 s
epoch:  19 , training loss:  0.26820856720209124 , validation loss:  0.26381372302770617 , validation dice:  0.0 , this epoch took:  60.69420528411865 s
epoch:  20 , training loss:  0.2674433769583702 , validation loss:  0.23985207796096802 , validation dice:  0.0 , this epoch took:  57.26317119598389 s
epoch:  21 , training loss:  0.26520128768682477 , validation loss:  0.25394690126180647 , validation dice:  0.0 , this epoch took:  61.24083423614502 s
epoch:  22 , training loss:  0.26294682431221006 , validation loss:  0.2363589358329773 , validation dice:  0.0 , this epoch took:  60.33642053604126 s
epoch:  23 , training loss:  0.2687307229042053 , validation loss:  0.23376157522201538 , validation dice:  0.0 , this epoch took:  59.37299847602844 s
epoch:  24 , training loss:  0.2635480663180351 , validation loss:  0.24072127044200897 , validation dice:  0.0 , this epoch took:  62.36816167831421 s
epoch:  25 , training loss:  0.2682255445122719 , validation loss:  0.22696361273527146 , validation dice:  0.0 , this epoch took:  57.21062207221985 s
epoch:  26 , training loss:  0.266100127518177 , validation loss:  0.23689994901418687 , validation dice:  0.0 , this epoch took:  59.10350680351257 s
epoch:  27 , training loss:  0.2615454732179642 , validation loss:  0.2397473019361496 , validation dice:  0.0 , this epoch took:  58.39111113548279 s
epoch:  28 , training loss:  0.2657174999117851 , validation loss:  0.24623784333467483 , validation dice:  0.0 , this epoch took:  58.80853343009949 s
epoch:  29 , training loss:  0.2655022193789482 , validation loss:  0.23013510584831237 , validation dice:  0.0 , this epoch took:  62.96681046485901 s
epoch:  30 , training loss:  0.2704616264104843 , validation loss:  0.24714274913072587 , validation dice:  0.0 , this epoch took:  66.33858251571655 s
epoch:  31 , training loss:  0.26995322811603545 , validation loss:  0.23308016926050187 , validation dice:  0.0 , this epoch took:  59.63143968582153 s
epoch:  32 , training loss:  0.2624472101330757 , validation loss:  0.2450546443462372 , validation dice:  0.0 , this epoch took:  63.18057155609131 s
epoch:  33 , training loss:  0.26482178580760957 , validation loss:  0.21594512104988098 , validation dice:  0.0 , this epoch took:  59.667885303497314 s
epoch:  34 , training loss:  0.2617054399251938 , validation loss:  0.22577395379543305 , validation dice:  0.0 , this epoch took:  60.44931173324585 s
epoch:  35 , training loss:  0.26622073936462404 , validation loss:  0.2439657810330391 , validation dice:  0.0 , this epoch took:  57.82363772392273 s
epoch:  36 , training loss:  0.26535471838712693 , validation loss:  0.23124971449375153 , validation dice:  0.0 , this epoch took:  58.52923583984375 s
epoch:  37 , training loss:  0.2718745324611664 , validation loss:  0.2467219838500023 , validation dice:  0.0 , this epoch took:  61.95917725563049 s
epoch:  38 , training loss:  0.26513385051488875 , validation loss:  0.24792535126209259 , validation dice:  0.0 , this epoch took:  59.88895773887634 s
epoch:  39 , training loss:  0.2595195630788803 , validation loss:  0.2353249618411064 , validation dice:  0.0 , this epoch took:  57.89522051811218 s
epoch:  40 , training loss:  0.2634781212210655 , validation loss:  0.23853389352560042 , validation dice:  0.0 , this epoch took:  61.79308533668518 s
epoch:  41 , training loss:  0.2677470166683197 , validation loss:  0.21950292855501174 , validation dice:  0.0 , this epoch took:  60.37216591835022 s
epoch:  42 , training loss:  0.2661897557973862 , validation loss:  0.24857731133699418 , validation dice:  0.0 , this epoch took:  60.562254667282104 s
epoch:  43 , training loss:  0.26598715597391126 , validation loss:  0.24729862332344055 , validation dice:  0.0 , this epoch took:  56.84851908683777 s
epoch:  44 , training loss:  0.2605010706186295 , validation loss:  0.2414831843972206 , validation dice:  0.0 , this epoch took:  55.952107667922974 s
epoch:  45 , training loss:  0.2576715628504753 , validation loss:  0.25838093817234037 , validation dice:  0.0 , this epoch took:  58.34109306335449 s
epoch:  46 , training loss:  0.2585566819906235 , validation loss:  0.2420149028301239 , validation dice:  0.0 , this epoch took:  56.51975989341736 s
epoch:  47 , training loss:  0.26278854995965956 , validation loss:  0.23282974123954772 , validation dice:  0.0 , this epoch took:  59.37666916847229 s
epoch:  48 , training loss:  0.27315318036079406 , validation loss:  0.2387465915083885 , validation dice:  0.0 , this epoch took:  59.45971441268921 s
epoch:  49 , training loss:  0.26392484641075137 , validation loss:  0.24386708498001097 , validation dice:  0.0 , this epoch took:  57.39300751686096 s
epoch:  50 , training loss:  0.27275741410255433 , validation loss:  0.22265503764152528 , validation dice:  0.0 , this epoch took:  59.21327757835388 s
epoch:  51 , training loss:  0.2663996542096138 , validation loss:  0.24027519792318344 , validation dice:  0.0 , this epoch took:  59.61182355880737 s
epoch:  52 , training loss:  0.26492702692747117 , validation loss:  0.22794395983219146 , validation dice:  0.0 , this epoch took:  58.413387298583984 s
epoch:  53 , training loss:  0.26676977986097333 , validation loss:  0.23302051335573196 , validation dice:  0.0 , this epoch took:  56.150131940841675 s
epoch:  54 , training loss:  0.25862674647569656 , validation loss:  0.23605093836784363 , validation dice:  0.0 , this epoch took:  57.434725522994995 s
epoch:  55 , training loss:  0.26188422590494154 , validation loss:  0.2404218778014183 , validation dice:  0.0 , this epoch took:  57.325674295425415 s
epoch:  56 , training loss:  0.2670339266657829 , validation loss:  0.23155904144048692 , validation dice:  0.0 , this epoch took:  58.35725688934326 s
epoch:  57 , training loss:  0.2662007699012756 , validation loss:  0.25047986894845964 , validation dice:  0.0 , this epoch took:  58.404911518096924 s
epoch:  58 , training loss:  0.2642470390796661 , validation loss:  0.2337949964404106 , validation dice:  0.0 , this epoch took:  58.03182601928711 s
epoch:  59 , training loss:  0.2586206584572792 , validation loss:  0.2322911262512207 , validation dice:  0.0 , this epoch took:  59.50609302520752 s
epoch:  60 , training loss:  0.25893503803014756 , validation loss:  0.24571559101343154 , validation dice:  0.0 , this epoch took:  57.35530233383179 s
epoch:  61 , training loss:  0.2621267771720886 , validation loss:  0.23523279428482055 , validation dice:  0.0 , this epoch took:  58.40368580818176 s
