epoch:  0 , training loss:  -0.4984058377742767 , validation loss:  -0.6937504208087921 , validation dice:  0.8330267 , this epoch took:  55.11064291000366 s
epoch:  1 , training loss:  -0.7471374228000641 , validation loss:  -0.8130928707122803 , validation dice:  0.9002219 , this epoch took:  51.60399317741394 s
epoch:  2 , training loss:  -0.7807522542476654 , validation loss:  -0.7852705907821655 , validation dice:  0.8777657 , this epoch took:  51.18743300437927 s
epoch:  3 , training loss:  -0.7960706145763398 , validation loss:  1.4374888038635254 , validation dice:  0.18931511 , this epoch took:  52.60215926170349 s
epoch:  4 , training loss:  -0.6824302896857262 , validation loss:  -0.17201876819133757 , validation dice:  0.5796241 , this epoch took:  54.74726676940918 s
epoch:  5 , training loss:  -0.6673038151264191 , validation loss:  -0.8064274597167969 , validation dice:  0.90761244 , this epoch took:  53.73124670982361 s
epoch:  6 , training loss:  -0.810706827878952 , validation loss:  -0.815433245897293 , validation dice:  0.9081342 , this epoch took:  55.13402032852173 s
epoch:  7 , training loss:  -0.8458343229293823 , validation loss:  -0.8392534351348877 , validation dice:  0.9075562 , this epoch took:  53.37001609802246 s
epoch:  8 , training loss:  -0.8668609557151794 , validation loss:  -0.801269246339798 , validation dice:  0.90421534 , this epoch took:  52.120633602142334 s
epoch:  9 , training loss:  -0.8559028109312058 , validation loss:  -0.8525380396842956 , validation dice:  0.9195785 , this epoch took:  52.26980972290039 s
epoch:  10 , training loss:  -0.8599436416625976 , validation loss:  -0.817867078781128 , validation dice:  0.89118356 , this epoch took:  54.388837814331055 s
epoch:  11 , training loss:  -0.8538925921916962 , validation loss:  -0.8759892535209656 , validation dice:  0.93078923 , this epoch took:  54.15596032142639 s
epoch:  12 , training loss:  -0.8618451775312423 , validation loss:  -0.8316369044780731 , validation dice:  0.9016457 , this epoch took:  52.84688997268677 s
epoch:  13 , training loss:  -0.8808241027593613 , validation loss:  -0.8562872338294983 , validation dice:  0.9240995 , this epoch took:  52.94102501869202 s
epoch:  14 , training loss:  -0.8793653012514114 , validation loss:  -0.8263962042331695 , validation dice:  0.9064009 , this epoch took:  53.8470516204834 s
epoch:  15 , training loss:  -0.876728366971016 , validation loss:  -0.855917626619339 , validation dice:  0.9269428 , this epoch took:  54.62458252906799 s
epoch:  16 , training loss:  -0.894849374294281 , validation loss:  -0.8397416591644287 , validation dice:  0.90501136 , this epoch took:  53.10211372375488 s
epoch:  17 , training loss:  -0.8804743694067001 , validation loss:  -0.8420967400074005 , validation dice:  0.92122793 , this epoch took:  54.488356590270996 s
epoch:  18 , training loss:  -0.8853876087665558 , validation loss:  -0.8629534661769866 , validation dice:  0.9267358 , this epoch took:  54.548197746276855 s
